initial_search_query,query,position,link,displayLink,site_probability
online therapy,online therapy insurance,1,https://www.talkspace.com/blog/talkspace-insurance-coverage/,www.talkspace.com,0.00023691170961107777
online therapy,online therapy insurance,2,https://greatist.com/health/online-therapy-that-takes-insurance,greatist.com,0.00013537811977775875
online therapy,online therapy insurance,3,https://www.verywellmind.com/does-my-health-insurance-cover-online-therapy-4842511,www.verywellmind.com,0.00010153358983331905
online therapy,online therapy insurance,4,https://help.talkspace.com/hc/en-us/articles/360000286363-Is-Talkspace-covered-by-insurance-,help.talkspace.com,5.4151247911103495e-05
online therapy,online therapy insurance,5,https://amwell.com/cm/services/online-therapy/,amwell.com,4.7382341922215565e-05
online therapy,online therapy insurance,6,https://thriveworks.com/online-counseling/,thriveworks.com,3.384452994443969e-05
online therapy,online therapy insurance,7,https://www.apa.org/topics/online-therapy,www.apa.org,2.7075623955551747e-05
online therapy,online therapy insurance,8,https://www.healthline.com/health/therapy-for-every-budget,www.healthline.com,2.0306717966663808e-05
online therapy,online therapy insurance,9,https://zencare.co/health-insurance/blue-cross-blue-shield,zencare.co,1.3537811977775874e-05
online therapy,online therapy insurance,10,https://www.betterhelp.com/advice/therapy/,www.betterhelp.com,6.768905988887937e-06
online therapy,talkspace,1,https://www.talkspace.com/,www.talkspace.com,0.002818307403049065
online therapy,talkspace,2,https://www.nytimes.com/2020/08/07/technology/talkspace.html,www.nytimes.com,0.0016104613731708945
online therapy,talkspace,3,https://www.talkspace.com/online-therapy/,www.talkspace.com,0.0012078460298781707
online therapy,talkspace,4,https://help.talkspace.com/hc/en-us,help.talkspace.com,0.0006441845492683578
online therapy,talkspace,5,https://www.businessinsider.com/what-its-like-to-use-talkspace-text-therapy-app-2015-3,www.businessinsider.com,0.000563661480609813
online therapy,talkspace,6,https://www.crunchbase.com/organization/talkspace,www.crunchbase.com,0.0004026153432927236
online therapy,talkspace,7,https://www.instagram.com/talkspace/?hl=en,www.instagram.com,0.0003220922746341789
online therapy,talkspace,8,https://play.google.com/store/apps/details?id=com.talkspace.talkspaceapp&hl=en_US&gl=US,play.google.com,0.00024156920597563414
online therapy,talkspace,9,https://twitter.com/talkspace?lang=en,twitter.com,0.00016104613731708945
online therapy,talkspace,10,https://www.linkedin.com/company/talkspace-online-therapy,www.linkedin.com,8.052306865854473e-05
online therapy,physical therapy assistant,1,https://www.bls.gov/ooh/healthcare/physical-therapist-assistants-and-aides.htm,www.bls.gov,0.0032818158439186745
online therapy,physical therapy assistant,2,https://www.apta.org/your-career/careers-in-physical-therapy/becoming-a-pta,www.apta.org,0.0018753233393820998
online therapy,physical therapy assistant,3,https://www.rasmussen.edu/degrees/health-sciences/blog/how-to-become-physical-therapist-assistant/,www.rasmussen.edu,0.0014064925045365747
online therapy,physical therapy assistant,4,https://explorehealthcareers.org/career/physical-therapy/physical-therapist-assistant/,explorehealthcareers.org,0.0007501293357528399
online therapy,physical therapy assistant,5,https://money.usnews.com/careers/best-jobs/physical-therapist-assistant,money.usnews.com,0.000656363168783735
online therapy,physical therapy assistant,6,https://www.onetonline.org/link/summary/31-2021.00,www.onetonline.org,0.00046883083484552495
online therapy,physical therapy assistant,7,https://www.wctc.edu/academics/programs-courses/programs/physical-therapist-assistant/index.php,www.wctc.edu,0.00037506466787641995
online therapy,physical therapy assistant,8,https://www.radford.edu/content/wchs/home/pt-assistant.html,www.radford.edu,0.00028129850090731495
online therapy,physical therapy assistant,9,https://www.careeronestop.org/Toolkit/Careers/Occupations/occupation-profile.aspx?keyword=Physical%20Therapist%20Assistants&onetcode=31202100&location=UNITED%20STATES,www.careeronestop.org,0.00018753233393820998
online therapy,physical therapy assistant,10,https://www.pierpont.edu/ac/programs/physical-therapist-assistant,www.pierpont.edu,9.376616696910499e-05
online therapy,online couples therapy,1,https://www.verywellmind.com/best-online-marriage-counseling-4691952,www.verywellmind.com,0.00016957754478061466
online therapy,online couples therapy,2,https://www.regain.us/advice/counseling/use-online-couples-counseling-to-get-your-relationship-back-on-track/,www.regain.us,9.690145416035124e-05
online therapy,online couples therapy,3,https://www.talkspace.com/online-therapy/couples-therapy/,www.talkspace.com,7.267609062026343e-05
online therapy,online couples therapy,4,https://greatist.com/health/online-couples-therapy,greatist.com,3.87605816641405e-05
online therapy,online couples therapy,5,https://www.brides.com/best-online-marriage-counseling-programs-4842182,www.brides.com,3.3915508956122936e-05
online therapy,online couples therapy,6,https://www.betterhelp.com/advice/relations/benefits-of-online-couple-counseling/,www.betterhelp.com,2.422536354008781e-05
online therapy,online couples therapy,7,https://www.ourrelationship.com/,www.ourrelationship.com,1.938029083207025e-05
online therapy,online couples therapy,8,https://couplestherapyinc.com/,couplestherapyinc.com,1.4535218124052685e-05
online therapy,online couples therapy,9,https://www.relationshipsuite.com/virtual-relationship-counseling/,www.relationshipsuite.com,9.690145416035125e-06
online therapy,online couples therapy,10,https://www.growingself.com/marriage-counseling-denver/marriage-counseling-online/,www.growingself.com,4.8450727080175625e-06
online therapy,online therapy reviews,1,https://www.nytimes.com/wirecutter/reviews/online-therapy-services/,www.nytimes.com,0.00013928194467828384
online therapy,online therapy reviews,2,https://www.wealthysinglemommy.com/best-online-therapy-sites/,www.wealthysinglemommy.com,7.958968267330507e-05
online therapy,online therapy reviews,3,https://www.verywellmind.com/best-online-therapy-4691206,www.verywellmind.com,5.9692262004978786e-05
online therapy,online therapy reviews,4,https://www.onlinetherapyreviews.com/,www.onlinetherapyreviews.com,3.183587306932202e-05
online therapy,online therapy reviews,5,https://www.betterhelp.com/reviews/,www.betterhelp.com,2.785638893565677e-05
online therapy,online therapy reviews,6,https://www.insider.com/best-online-therapy,www.insider.com,1.9897420668326266e-05
online therapy,online therapy reviews,7,https://www.apa.org/monitor/2017/02/online-therapy,www.apa.org,1.591793653466101e-05
online therapy,online therapy reviews,8,https://www.consumersadvocate.org/online-therapy,www.consumersadvocate.org,1.1938452400995758e-05
online therapy,online therapy reviews,9,https://www.opencounseling.com/blog-posts/betterhelp-vs-talkspace,www.opencounseling.com,7.958968267330505e-06
online therapy,online therapy reviews,10,https://www.goodtherapy.org/for-professionals/software-technology/telehealth/article/confessions-of-a-virtual-therapist-pros-and-cons-of-online-therapy,www.goodtherapy.org,3.979484133665253e-06
online therapy,betterhelp,1,https://www.betterhelp.com/,www.betterhelp.com,0.003372387534230578
online therapy,betterhelp,2,https://www.facebook.com/BetterHelp/,www.facebook.com,0.0019270785909889017
online therapy,betterhelp,3,https://www.betterhelp.com/start/,www.betterhelp.com,0.0014453089432416761
online therapy,betterhelp,4,https://www.linkedin.com/company/betterhelp-com,www.linkedin.com,0.0007708314363955607
online therapy,betterhelp,5,https://www.betterhelp.com/faq/,www.betterhelp.com,0.0006744775068461157
online therapy,betterhelp,6,https://www.polygon.com/2018/10/4/17932862/betterhelp-app-youtube-sponsorship-controversy-explained,www.polygon.com,0.00048176964774722543
online therapy,betterhelp,7,https://www.betterhelp.com/about/,www.betterhelp.com,0.00038541571819778034
online therapy,betterhelp,8,https://apps.apple.com/us/app/betterhelp-online-counseling/id995252384,apps.apple.com,0.00028906178864833524
online therapy,betterhelp,9,https://play.google.com/store/apps/details?id=com.betterhelp&hl=en_US&gl=US,play.google.com,0.00019270785909889017
online therapy,betterhelp,10,https://twitter.com/betterhelp?lang=en,twitter.com,9.635392954944508e-05
online therapy,online physical therapy degree,1,https://teach.com/online-ed/healthcare-degrees/online-dpt-programs/,teach.com,0.000179307661582521
online therapy,online physical therapy degree,2,https://onlinephysicaltherapyprograms.com/,onlinephysicaltherapyprograms.com,0.00010246152090429772
online therapy,online physical therapy degree,3,https://www.affordablecollegesonline.org/degrees/physical-therapy-schools/,www.affordablecollegesonline.org,7.684614067822328e-05
online therapy,online physical therapy degree,4,https://online.usc.edu/programs/doctor-physical-therapy-dpt/,online.usc.edu,4.098460836171909e-05
online therapy,online physical therapy degree,5,https://www.bestcolleges.com/features/top-online-doctorate-in-physical-therapy/,www.bestcolleges.com,3.5861532316504204e-05
online therapy,online physical therapy degree,6,https://www.onlineu.com/degrees/physical-therapy,www.onlineu.com,2.561538022607443e-05
online therapy,online physical therapy degree,7,https://www.geteducated.com/career-center/detail/physical-therapy-assistant/,www.geteducated.com,2.0492304180859543e-05
online therapy,online physical therapy degree,8,https://www.onlineschoolscenter.com/top-5-online-doctor-of-physical-therapy-degree-programs/,www.onlineschoolscenter.com,1.5369228135644658e-05
online therapy,online physical therapy degree,9,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,www.usa.edu,1.0246152090429772e-05
online therapy,online physical therapy degree,10,https://www.apta.org/your-career/careers-in-physical-therapy/becoming-a-pt,www.apta.org,5.123076045214886e-06
online therapy,online group therapy,1,https://www.goodtherapy.org/for-professionals/software-technology/telehealth/article/online-group-therapy-tips-for-therapists,www.goodtherapy.org,0.00015455330985636087
online therapy,online group therapy,2,https://finvsfin.com/online-group-therapy/,finvsfin.com,8.831617706077766e-05
online therapy,online group therapy,3,https://www.verywellmind.com/best-online-anxiety-support-groups-4692353,www.verywellmind.com,6.623713279558324e-05
online therapy,online group therapy,4,https://www.psychologytoday.com/us/groups,www.psychologytoday.com,3.5326470824311064e-05
online therapy,online group therapy,5,https://www.medicalnewstoday.com/articles/online-group-therapy,www.medicalnewstoday.com,3.0910661971272184e-05
online therapy,online group therapy,6,https://nami.zendesk.com/hc/en-us/articles/360024615074-Are-there-any-online-resources-for-therapy-support-groups-or-mental-health-apps-,nami.zendesk.com,2.2079044265194415e-05
online therapy,online group therapy,7,https://www.apaservices.org/practice/legal/technology/group-therapy-telehealth-covid-19,www.apaservices.org,1.7663235412155532e-05
online therapy,online group therapy,8,https://healthtechinsider.com/2020/07/31/free-online-group-therapy/,healthtechinsider.com,1.3247426559116647e-05
online therapy,online group therapy,9,https://grouptherapycentral.com/,grouptherapycentral.com,8.831617706077766e-06
online therapy,online group therapy,10,https://www.drchloe.com/about-online-group-therapy/,www.drchloe.com,4.415808853038883e-06
online therapy,online therapy services,1,https://www.nytimes.com/wirecutter/reviews/online-therapy-services/,www.nytimes.com,0.00019806679277181648
online therapy,online therapy services,2,https://www.verywellmind.com/best-online-therapy-4691206,www.verywellmind.com,0.000113181024441038
online therapy,online therapy services,3,https://www.healthline.com/health/our-top-10-online-therapy-picks,www.healthline.com,8.48857683307785e-05
online therapy,online therapy services,4,https://www.insider.com/best-online-therapy,www.insider.com,4.52724097764152e-05
online therapy,online therapy services,5,https://www.talkspace.com/,www.talkspace.com,3.9613358554363305e-05
online therapy,online therapy services,6,https://www.apa.org/monitor/2017/02/online-therapy,www.apa.org,2.82952561102595e-05
online therapy,online therapy services,7,https://www.wealthysinglemommy.com/best-online-therapy-sites/,www.wealthysinglemommy.com,2.26362048882076e-05
online therapy,online therapy services,8,https://psychcentral.com/online-therapy-services/,psychcentral.com,1.6977153666155697e-05
online therapy,online therapy services,9,https://www.onlinetherapyreviews.com/,www.onlinetherapyreviews.com,1.13181024441038e-05
online therapy,online therapy services,10,https://www.pcmag.com/news/the-doctor-is-in-your-phone-7-online-therapy-services-to-try,www.pcmag.com,5.6590512220519e-06
online therapy,online physical therapy programs,1,https://teach.com/online-ed/healthcare-degrees/online-dpt-programs/,teach.com,0.00018069451372931382
online therapy,online physical therapy programs,2,https://onlinephysicaltherapyprograms.com/,onlinephysicaltherapyprograms.com,0.00010325400784532221
online therapy,online physical therapy programs,3,https://www.affordablecollegesonline.org/degrees/physical-therapy-schools/,www.affordablecollegesonline.org,7.744050588399164e-05
online therapy,online physical therapy programs,4,https://www.bestcolleges.com/features/top-online-doctorate-in-physical-therapy/,www.bestcolleges.com,4.130160313812888e-05
online therapy,online physical therapy programs,5,https://online.usc.edu/programs/doctor-physical-therapy-dpt/,online.usc.edu,3.6138902745862776e-05
online therapy,online physical therapy programs,6,https://www.onlineu.com/degrees/physical-therapy,www.onlineu.com,2.5813501961330552e-05
online therapy,online physical therapy programs,7,https://www.geteducated.com/career-center/detail/physical-therapy-assistant/,www.geteducated.com,2.065080156906444e-05
online therapy,online physical therapy programs,8,https://www.onlineschoolscenter.com/top-5-online-doctor-of-physical-therapy-degree-programs/,www.onlineschoolscenter.com,1.548810117679833e-05
online therapy,online physical therapy programs,9,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,www.usa.edu,1.032540078453222e-05
online therapy,online physical therapy programs,10,https://www.apta.org/your-career/careers-in-physical-therapy/becoming-a-pt,www.apta.org,5.16270039226611e-06
online therapy,online occupational therapy programs,1,https://www.aota.org/Education-Careers/Find-School.aspx,www.aota.org,0.0002077661181725194
online therapy,online occupational therapy programs,2,https://www.onlineu.com/degrees/occupational-therapy,www.onlineu.com,0.00011872349609858251
online therapy,online occupational therapy programs,3,https://www.aota.org/Education-Careers/Find-School/AccreditEntryLevel/OTMasters.aspx,www.aota.org,8.904262207393688e-05
online therapy,online occupational therapy programs,4,https://www.edumed.org/online-schools/occupational-therapy-programs/,www.edumed.org,4.7489398439433e-05
